trial_id,strategy,window_index,target_multiplier,multiplier_clamped,mlp_output,soft_combat,soft_collect,soft_explore,delta_combat,delta_collect,delta_explore
130,pure_archetype_corner,0,0.9634998109927742,false,0.9133509054963871,0.26726643283294277,0.4953564265465392,0.2373771406205179,-0.019820070150117164,0.048606927963961766,-0.028786857813844657
131,pure_archetype_corner,0,0.9635356904580912,false,0.9133688452290456,0.26728752656704047,0.49524338748255436,0.23746908595040525,-0.019813742029887893,0.04857301624476629,-0.02875927421487845
132,pure_archetype_corner,0,0.9634587217674027,false,0.9133303608837013,0.2672245076030386,0.4954953092525515,0.23728018314440996,-0.019832647719088436,0.04864859277576544,-0.028815945056677006
133,pure_archetype_corner,0,0.9619911260914726,false,0.9125965630457363,0.26599176297669674,0.5003153354727987,0.23369290155050457,-0.02020247110699097,0.050094600641839626,-0.029892129534848655
134,pure_archetype_corner,0,0.9603469040900048,false,0.9117744520450024,0.2651652327917461,0.5054211310969906,0.22941363611126345,-0.020450430162476163,0.05162633932909716,-0.031175909166620996
135,pure_archetype_corner,0,0.9634671930296128,false,0.9133345965148064,0.2672100732002461,0.49547892411970546,0.23731100268004846,-0.01983697803992618,0.04864367723591162,-0.028806699195985497
136,pure_archetype_corner,0,0.9614500927551655,false,0.9123260463775827,0.26595459238642133,0.5018707908586432,0.2321746167549355,-0.020213622284073585,0.05056123725759293,-0.030347614973519343
137,pure_archetype_corner,0,0.963234890680186,false,0.913218445340093,0.2668036651517492,0.49635400535739654,0.23684232949085432,-0.019958900454475237,0.04890620160721898,-0.028947301152743743
138,pure_archetype_corner,0,0.9601270919544489,false,0.9116645459772245,0.2652930280185485,0.5059772464430796,0.2287297255383718,-0.020412091594435466,0.051793173932923875,-0.031381082338488464
139,pure_archetype_corner,0,0.963363606296505,false,0.9132828031482525,0.2667519916133994,0.49601606904415274,0.23723193934244774,-0.019974402515980205,0.04880482071324582,-0.028830418197265673
140,pure_archetype_corner,0,0.9633310371174442,false,0.9132665185587221,0.26716743579298924,0.49588803247712665,0.2369445317298842,-0.019849769262103245,0.048766409743138006,-0.02891664048103476
141,pure_archetype_corner,0,0.9635533686463269,false,0.9133776843231635,0.26729792581394773,0.4951876886918086,0.2375143854942437,-0.019810622255815702,0.048556306607542565,-0.02874568435172692
142,pure_archetype_corner,0,0.9633581319902644,false,0.9132800659951322,0.2668995518227454,0.49595329477624206,0.23714715340101253,-0.019930134453176374,0.048785988432872573,-0.028855853979696255
143,pure_archetype_corner,0,0.9632300018625677,false,0.9132160009312839,0.26699297837275865,0.4962674100208809,0.23673961160636048,-0.019902106488172422,0.04888022300626421,-0.028978116518091845
144,pure_archetype_corner,0,0.9634500353350681,false,0.9133260176675341,0.26700071430538963,0.49563873732614,0.23736054836847031,-0.019899785708383133,0.04869162119784198,-0.028791835489458906
145,pure_archetype_corner,0,0.9610730126316698,false,0.9121375063158349,0.26588265150475626,0.5029793167928132,0.23113803170243052,-0.020235204548573138,0.050893795037843914,-0.03065859048927083
146,pure_archetype_corner,0,0.9633607913285487,false,0.9132813956642744,0.2670798032447395,0.4958500832051486,0.23707011355011182,-0.01987605902657813,0.048755024961544546,-0.028878965934966472
147,pure_archetype_corner,0,0.9634392233098958,false,0.9133206116549479,0.2670533475700209,0.4956414938410244,0.23730515858895468,-0.019883995728993742,0.04869244815230728,-0.02880845242331359
148,pure_archetype_corner,0,0.9609205718896805,false,0.9120612859448403,0.26556259466401066,0.5035818818033294,0.23085552353265998,-0.02033122160079681,0.051074564540998846,-0.030743342940202034
